[2023-11-22T08:01:58.314+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_Commodity.Import_Commodity_To_SQL scheduled__2023-11-22T00:00:00+00:00 [queued]>
[2023-11-22T08:01:58.377+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_Commodity.Import_Commodity_To_SQL scheduled__2023-11-22T00:00:00+00:00 [queued]>
[2023-11-22T08:01:58.378+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-11-22T08:01:58.505+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): Import_Commodity_To_SQL> on 2023-11-22 00:00:00+00:00
[2023-11-22T08:01:58.523+0000] {standard_task_runner.py:57} INFO - Started process 2035 to run task
[2023-11-22T08:01:58.527+0000] {standard_task_runner.py:84} INFO - Running: ['airflow', 'tasks', 'run', 'ETL_Commodity', 'Import_Commodity_To_SQL', 'scheduled__2023-11-22T00:00:00+00:00', '--job-id', '22', '--raw', '--subdir', 'DAGS_FOLDER/ETL_Commodity.py', '--cfg-path', '/tmp/tmpaflin4ps']
[2023-11-22T08:02:06.175+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-10-18 00:00:00', price = N'3.463', id = N'gas20231018', unit = N'USD/MMBtu', change1D = N'-0.0 (-0.14%)', change5D = N'-0.19 (-5.63%)', change1M = N'0.15 (4.24%)', change3M = N'0.65 (18.89%)', change6M = N'1.29 (37.34%)', change1Y = N'', changeMTD = N'0.23 (6.64%)', changeYTD = N'-0.18 (-5.14%)' WHERE id = 'gas20231018'
[2023-11-22T08:02:06.182+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-10-19 00:00:00', price = N'3.326', id = N'gas20231019', unit = N'USD/MMBtu', change1D = N'-0.14 (-4.12%)', change5D = N'-0.31 (-9.41%)', change1M = N'0.06 (1.77%)', change3M = N'0.61 (18.4%)', change6M = N'1.23 (36.83%)', change1Y = N'', changeMTD = N'0.09 (2.8%)', changeYTD = N'-0.31 (-9.47%)' WHERE id = 'gas20231019'
[2023-11-22T08:02:06.188+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-10-20 00:00:00', price = N'3.258', id = N'gas20231020', unit = N'USD/MMBtu', change1D = N'-0.07 (-2.09%)', change5D = N'-0.33 (-10.01%)', change1M = N'-0.04 (-1.2%)', change3M = N'0.5 (15.5%)', change6M = N'1.12 (34.41%)', change1Y = N'', changeMTD = N'0.02 (0.77%)', changeYTD = N'-0.38 (-11.76%)' WHERE id = 'gas20231020'
[2023-11-22T08:02:06.195+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-10-23 00:00:00', price = N'3.273', id = N'gas20231023', unit = N'USD/MMBtu', change1D = N'0.02 (0.46%)', change5D = N'-0.21 (-6.29%)', change1M = N'-0.07 (-2.08%)', change3M = N'0.53 (16.25%)', change6M = N'1.04 (31.62%)', change1Y = N'', changeMTD = N'0.04 (1.22%)', changeYTD = N'-0.37 (-11.24%)' WHERE id = 'gas20231023'
[2023-11-22T08:02:06.201+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-10-24 00:00:00', price = N'3.322', id = N'gas20231024', unit = N'USD/MMBtu', change1D = N'0.05 (1.48%)', change5D = N'-0.15 (-4.39%)', change1M = N'0.06 (1.93%)', change3M = N'0.65 (19.57%)', change6M = N'1.06 (31.76%)', change1Y = N'', changeMTD = N'0.09 (2.68%)', changeYTD = N'-0.32 (-9.6%)' WHERE id = 'gas20231024'
[2023-11-22T08:02:06.208+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-10-25 00:00:00', price = N'3.376', id = N'gas20231025', unit = N'USD/MMBtu', change1D = N'0.05 (1.6%)', change5D = N'-0.09 (-2.58%)', change1M = N'0.09 (2.55%)', change3M = N'0.79 (23.4%)', change6M = N'1.18 (35.1%)', change1Y = N'', changeMTD = N'0.14 (4.24%)', changeYTD = N'-0.27 (-7.85%)' WHERE id = 'gas20231025'
[2023-11-22T08:02:06.214+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-10-26 00:00:00', price = N'3.477', id = N'gas20231026', unit = N'USD/MMBtu', change1D = N'0.1 (2.9%)', change5D = N'0.15 (4.34%)', change1M = N'0.14 (3.94%)', change3M = N'0.81 (23.21%)', change6M = N'1.29 (37.01%)', change1Y = N'', changeMTD = N'0.24 (7.02%)', changeYTD = N'-0.16 (-4.72%)' WHERE id = 'gas20231026'
[2023-11-22T08:02:06.220+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-10-27 00:00:00', price = N'3.483', id = N'gas20231027', unit = N'USD/MMBtu', change1D = N'0.01 (0.17%)', change5D = N'0.23 (6.46%)', change1M = N'0.17 (4.91%)', change3M = N'0.8 (23.03%)', change6M = N'1.22 (34.94%)', change1Y = N'', changeMTD = N'0.25 (7.18%)', changeYTD = N'-0.16 (-4.54%)' WHERE id = 'gas20231027'
[2023-11-22T08:02:06.226+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-10-30 00:00:00', price = N'3.352', id = N'gas20231030', unit = N'USD/MMBtu', change1D = N'-0.13 (-3.91%)', change5D = N'0.08 (2.36%)', change1M = N'0.12 (3.55%)', change3M = N'0.54 (16.08%)', change6M = N'0.98 (29.15%)', change1Y = N'-4.13 (-123.33%)', changeMTD = N'0.12 (3.55%)', changeYTD = N'-0.29 (-8.62%)' WHERE id = 'gas20231030'
[2023-11-22T08:02:06.233+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-10-31 00:00:00', price = N'3.575', id = N'gas20231031', unit = N'USD/MMBtu', change1D = N'0.22 (6.24%)', change5D = N'0.25 (7.08%)', change1M = N'0.26 (7.33%)', change3M = N'0.71 (19.89%)', change6M = N'0.97 (27.02%)', change1Y = N'-3.6 (-100.77%)', changeMTD = N'0.34 (9.57%)', changeYTD = N'-0.07 (-1.85%)' WHERE id = 'gas20231031'
[2023-11-22T08:02:06.239+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-01 00:00:00', price = N'3.494', id = N'gas20231101', unit = N'USD/MMBtu', change1D = N'-0.08 (-2.32%)', change5D = N'0.12 (3.38%)', change1M = N'0.17 (4.98%)', change3M = N'0.44 (12.62%)', change6M = N'0.91 (26.04%)', change1Y = N'-3.64 (-104.21%)', changeMTD = N'0.0 (0.0%)', changeYTD = N'-0.15 (-4.21%)' WHERE id = 'gas20231101'
[2023-11-22T08:02:06.245+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-02 00:00:00', price = N'3.472', id = N'gas20231102', unit = N'USD/MMBtu', change1D = N'-0.02 (-0.63%)', change5D = N'-0.0 (-0.14%)', change1M = N'-0.04 (-1.12%)', change3M = N'0.6 (17.34%)', change6M = N'0.68 (19.73%)', change1Y = N'-3.55 (-102.13%)', changeMTD = N'-0.02 (-0.63%)', changeYTD = N'-0.17 (-4.87%)' WHERE id = 'gas20231102'
[2023-11-22T08:02:06.251+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-03 00:00:00', price = N'3.515', id = N'gas20231103', unit = N'USD/MMBtu', change1D = N'0.04 (1.22%)', change5D = N'0.03 (0.91%)', change1M = N'-0.13 (-3.58%)', change3M = N'0.63 (18.01%)', change6M = N'0.74 (21.14%)', change1Y = N'-3.57 (-101.54%)', changeMTD = N'0.02 (0.6%)', changeYTD = N'-0.13 (-3.58%)' WHERE id = 'gas20231103'
[2023-11-22T08:02:06.257+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-06 00:00:00', price = N'3.264', id = N'gas20231106', unit = N'USD/MMBtu', change1D = N'-0.25 (-7.69%)', change5D = N'-0.09 (-2.7%)', change1M = N'-0.37 (-11.24%)', change3M = N'0.37 (11.21%)', change6M = N'0.64 (19.64%)', change1Y = N'-3.55 (-108.88%)', changeMTD = N'-0.23 (-7.05%)', changeYTD = N'-0.38 (-11.55%)' WHERE id = 'gas20231106'
[2023-11-22T08:02:06.263+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-07 00:00:00', price = N'3.14', id = N'gas20231107', unit = N'USD/MMBtu', change1D = N'-0.12 (-3.95%)', change5D = N'-0.44 (-13.85%)', change1M = N'-0.52 (-16.53%)', change3M = N'0.36 (11.43%)', change6M = N'0.58 (18.31%)', change1Y = N'-3.49 (-111.18%)', changeMTD = N'-0.35 (-11.27%)', changeYTD = N'-0.5 (-15.96%)' WHERE id = 'gas20231107'
[2023-11-22T08:02:06.270+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-08 00:00:00', price = N'3.106', id = N'gas20231108', unit = N'USD/MMBtu', change1D = N'-0.03 (-1.09%)', change5D = N'-0.39 (-12.49%)', change1M = N'-0.55 (-17.77%)', change3M = N'-0.11 (-3.51%)', change6M = N'0.46 (14.91%)', change1Y = N'-3.06 (-98.62%)', changeMTD = N'-0.39 (-12.49%)', changeYTD = N'-0.54 (-17.22%)' WHERE id = 'gas20231108'
[2023-11-22T08:02:06.276+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-09 00:00:00', price = N'3.041', id = N'gas20231109', unit = N'USD/MMBtu', change1D = N'-0.06 (-2.14%)', change5D = N'-0.43 (-14.17%)', change1M = N'-0.6 (-19.66%)', change3M = N'-0.2 (-6.64%)', change6M = N'0.48 (15.85%)', change1Y = N'-2.44 (-80.34%)', changeMTD = N'-0.45 (-14.9%)', changeYTD = N'-0.6 (-19.73%)' WHERE id = 'gas20231109'
[2023-11-22T08:02:06.282+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-10 00:00:00', price = N'3.033', id = N'gas20231110', unit = N'USD/MMBtu', change1D = N'-0.01 (-0.26%)', change5D = N'-0.48 (-15.89%)', change1M = N'-0.55 (-18.17%)', change3M = N'-0.13 (-4.39%)', change6M = N'0.53 (17.41%)', change1Y = N'-2.35 (-77.32%)', changeMTD = N'-0.46 (-15.2%)', changeYTD = N'-0.61 (-20.05%)' WHERE id = 'gas20231110'
[2023-11-22T08:02:06.288+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-13 00:00:00', price = N'3.197', id = N'gas20231113', unit = N'USD/MMBtu', change1D = N'0.16 (5.13%)', change5D = N'-0.07 (-2.1%)', change1M = N'-0.28 (-8.82%)', change3M = N'0.0 (0.13%)', change6M = N'0.85 (26.74%)', change1Y = N'-2.42 (-75.7%)', changeMTD = N'-0.3 (-9.29%)', changeYTD = N'-0.44 (-13.89%)' WHERE id = 'gas20231113'
[2023-11-22T08:02:06.294+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-14 00:00:00', price = N'3.106', id = N'gas20231114', unit = N'USD/MMBtu', change1D = N'-0.09 (-2.93%)', change5D = N'-0.03 (-1.09%)', change1M = N'-0.36 (-11.65%)', change3M = N'0.0 (0.0%)', change6M = N'0.69 (22.22%)', change1Y = N'-2.71 (-87.38%)', changeMTD = N'-0.39 (-12.49%)', changeYTD = N'-0.54 (-17.22%)' WHERE id = 'gas20231114'
[2023-11-22T08:02:06.300+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-15 00:00:00', price = N'3.19', id = N'gas20231115', unit = N'USD/MMBtu', change1D = N'0.08 (2.63%)', change5D = N'0.08 (2.63%)', change1M = N'-0.27 (-8.56%)', change3M = N'0.15 (4.58%)', change6M = N'0.83 (26.08%)', change1Y = N'-2.89 (-90.66%)', changeMTD = N'-0.3 (-9.53%)', changeYTD = N'-0.45 (-14.14%)' WHERE id = 'gas20231115'
[2023-11-22T08:02:06.306+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-16 00:00:00', price = N'3.062', id = N'gas20231116', unit = N'USD/MMBtu', change1D = N'-0.13 (-4.18%)', change5D = N'0.02 (0.69%)', change1M = N'-0.26 (-8.62%)', change3M = N'-0.03 (-1.01%)', change6M = N'0.79 (25.77%)', change1Y = N'-3.35 (-109.54%)', changeMTD = N'-0.43 (-14.11%)', changeYTD = N'-0.58 (-18.91%)' WHERE id = 'gas20231116'
[2023-11-22T08:02:06.313+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-17 00:00:00', price = N'2.96', id = N'gas20231117', unit = N'USD/MMBtu', change1D = N'-0.1 (-3.45%)', change5D = N'-0.07 (-2.47%)', change1M = N'-0.3 (-10.07%)', change3M = N'-0.17 (-5.91%)', change6M = N'0.66 (22.33%)', change1Y = N'-3.77 (-127.47%)', changeMTD = N'-0.53 (-18.04%)', changeYTD = N'-0.68 (-23.01%)' WHERE id = 'gas20231117'
[2023-11-22T08:02:06.320+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-20 00:00:00', price = N'2.882', id = N'gas20231120', unit = N'USD/MMBtu', change1D = N'-0.08 (-2.71%)', change5D = N'-0.31 (-10.93%)', change1M = N'-0.39 (-13.57%)', change3M = N'-0.22 (-7.77%)', change6M = N'0.52 (17.9%)', change1Y = N'-2.74 (-95.0%)', changeMTD = N'-0.61 (-21.24%)', changeYTD = N'-0.76 (-26.34%)' WHERE id = 'gas20231120'
[2023-11-22T08:02:06.327+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-21 00:00:00', price = N'2.846', id = N'gas20231121', unit = N'USD/MMBtu', change1D = N'-0.04 (-1.26%)', change5D = N'-0.26 (-9.14%)', change1M = N'-0.48 (-16.73%)', change3M = N'-0.22 (-7.59%)', change6M = N'0.47 (16.34%)', change1Y = N'-2.97 (-104.5%)', changeMTD = N'-0.65 (-22.77%)', changeYTD = N'-0.8 (-27.93%)' WHERE id = 'gas20231121'
[2023-11-22T08:02:06.333+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Khí Gas', lastUpdated = N'2023-11-22 00:00:00', price = N'2.8413', id = N'gas20231122', unit = N'USD/MMBtu', change1D = N'-0.0 (-0.17%)', change5D = N'-0.35 (-12.27%)', change1M = N'-0.53 (-18.82%)', change3M = N'-0.34 (-11.96%)', change6M = N'0.41 (14.37%)', change1Y = N'-2.76 (-97.16%)', changeMTD = N'-0.65 (-22.97%)', changeYTD = N'-0.8 (-28.15%)' WHERE id = 'gas20231122'
[2023-11-22T08:02:06.339+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-11-23 00:00:00', price = N'3676.0', id = N'steel20221123', unit = N'CNY/T', change1D = N'', change5D = N'', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'0.0 (0.0%)', changeYTD = N'0.0 (0.0%)' WHERE id = 'steel20221123'
[2023-11-22T08:02:06.345+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-11-24 00:00:00', price = N'3711.0', id = N'steel20221124', unit = N'CNY/T', change1D = N'35.0 (0.94%)', change5D = N'', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'35.0 (0.94%)', changeYTD = N'35.0 (0.94%)' WHERE id = 'steel20221124'
[2023-11-22T08:02:06.351+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-11-25 00:00:00', price = N'3691.0', id = N'steel20221125', unit = N'CNY/T', change1D = N'-20.0 (-0.54%)', change5D = N'', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'15.0 (0.41%)', changeYTD = N'15.0 (0.41%)' WHERE id = 'steel20221125'
[2023-11-22T08:02:06.357+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-11-28 00:00:00', price = N'3735.0', id = N'steel20221128', unit = N'CNY/T', change1D = N'44.0 (1.18%)', change5D = N'', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'59.0 (1.58%)', changeYTD = N'59.0 (1.58%)' WHERE id = 'steel20221128'
[2023-11-22T08:02:06.363+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-11-29 00:00:00', price = N'3776.0', id = N'steel20221129', unit = N'CNY/T', change1D = N'41.0 (1.09%)', change5D = N'', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'100.0 (2.65%)', changeYTD = N'100.0 (2.65%)' WHERE id = 'steel20221129'
[2023-11-22T08:02:06.369+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-11-30 00:00:00', price = N'3745.0', id = N'steel20221130', unit = N'CNY/T', change1D = N'-31.0 (-0.83%)', change5D = N'69.0 (1.84%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'69.0 (1.84%)', changeYTD = N'69.0 (1.84%)' WHERE id = 'steel20221130'
[2023-11-22T08:02:06.375+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-01 00:00:00', price = N'3761.0', id = N'steel20221201', unit = N'CNY/T', change1D = N'16.0 (0.43%)', change5D = N'50.0 (1.33%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'0.0 (0.0%)', changeYTD = N'85.0 (2.26%)' WHERE id = 'steel20221201'
[2023-11-22T08:02:06.380+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-02 00:00:00', price = N'3767.0', id = N'steel20221202', unit = N'CNY/T', change1D = N'6.0 (0.16%)', change5D = N'76.0 (2.02%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'6.0 (0.16%)', changeYTD = N'91.0 (2.42%)' WHERE id = 'steel20221202'
[2023-11-22T08:02:06.386+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-05 00:00:00', price = N'3788.0', id = N'steel20221205', unit = N'CNY/T', change1D = N'21.0 (0.55%)', change5D = N'53.0 (1.4%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'27.0 (0.71%)', changeYTD = N'112.0 (2.96%)' WHERE id = 'steel20221205'
[2023-11-22T08:02:06.392+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-06 00:00:00', price = N'3777.0', id = N'steel20221206', unit = N'CNY/T', change1D = N'-11.0 (-0.29%)', change5D = N'1.0 (0.03%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'16.0 (0.42%)', changeYTD = N'101.0 (2.67%)' WHERE id = 'steel20221206'
[2023-11-22T08:02:06.398+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-07 00:00:00', price = N'3792.0', id = N'steel20221207', unit = N'CNY/T', change1D = N'15.0 (0.4%)', change5D = N'47.0 (1.24%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'31.0 (0.82%)', changeYTD = N'116.0 (3.06%)' WHERE id = 'steel20221207'
[2023-11-22T08:02:06.404+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-08 00:00:00', price = N'3814.0', id = N'steel20221208', unit = N'CNY/T', change1D = N'22.0 (0.58%)', change5D = N'53.0 (1.39%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'53.0 (1.39%)', changeYTD = N'138.0 (3.62%)' WHERE id = 'steel20221208'
[2023-11-22T08:02:06.409+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-09 00:00:00', price = N'3900.0', id = N'steel20221209', unit = N'CNY/T', change1D = N'86.0 (2.21%)', change5D = N'133.0 (3.41%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'139.0 (3.56%)', changeYTD = N'224.0 (5.74%)' WHERE id = 'steel20221209'
[2023-11-22T08:02:06.415+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-12 00:00:00', price = N'3933.0', id = N'steel20221212', unit = N'CNY/T', change1D = N'33.0 (0.84%)', change5D = N'145.0 (3.69%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'172.0 (4.37%)', changeYTD = N'257.0 (6.53%)' WHERE id = 'steel20221212'
[2023-11-22T08:02:06.422+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-13 00:00:00', price = N'3910.0', id = N'steel20221213', unit = N'CNY/T', change1D = N'-23.0 (-0.59%)', change5D = N'133.0 (3.4%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'149.0 (3.81%)', changeYTD = N'234.0 (5.98%)' WHERE id = 'steel20221213'
[2023-11-22T08:02:06.427+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-14 00:00:00', price = N'3924.0', id = N'steel20221214', unit = N'CNY/T', change1D = N'14.0 (0.36%)', change5D = N'132.0 (3.36%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'163.0 (4.15%)', changeYTD = N'248.0 (6.32%)' WHERE id = 'steel20221214'
[2023-11-22T08:02:06.433+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-15 00:00:00', price = N'3989.0', id = N'steel20221215', unit = N'CNY/T', change1D = N'65.0 (1.63%)', change5D = N'175.0 (4.39%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'228.0 (5.72%)', changeYTD = N'313.0 (7.85%)' WHERE id = 'steel20221215'
[2023-11-22T08:02:06.438+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-16 00:00:00', price = N'4010.0', id = N'steel20221216', unit = N'CNY/T', change1D = N'21.0 (0.52%)', change5D = N'110.0 (2.74%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'249.0 (6.21%)', changeYTD = N'334.0 (8.33%)' WHERE id = 'steel20221216'
[2023-11-22T08:02:06.444+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-19 00:00:00', price = N'3910.0', id = N'steel20221219', unit = N'CNY/T', change1D = N'-100.0 (-2.56%)', change5D = N'-23.0 (-0.59%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'149.0 (3.81%)', changeYTD = N'234.0 (5.98%)' WHERE id = 'steel20221219'
[2023-11-22T08:02:06.449+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-20 00:00:00', price = N'3882.0', id = N'steel20221220', unit = N'CNY/T', change1D = N'-28.0 (-0.72%)', change5D = N'-28.0 (-0.72%)', change1M = N'', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'121.0 (3.12%)', changeYTD = N'206.0 (5.31%)' WHERE id = 'steel20221220'
[2023-11-22T08:02:06.455+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-21 00:00:00', price = N'3918.0', id = N'steel20221221', unit = N'CNY/T', change1D = N'36.0 (0.92%)', change5D = N'-6.0 (-0.15%)', change1M = N'242.0 (6.18%)', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'157.0 (4.01%)', changeYTD = N'242.0 (6.18%)' WHERE id = 'steel20221221'
[2023-11-22T08:02:06.461+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-22 00:00:00', price = N'3932.0', id = N'steel20221222', unit = N'CNY/T', change1D = N'14.0 (0.36%)', change5D = N'-57.0 (-1.45%)', change1M = N'221.0 (5.62%)', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'171.0 (4.35%)', changeYTD = N'256.0 (6.51%)' WHERE id = 'steel20221222'
[2023-11-22T08:02:06.467+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-23 00:00:00', price = N'3912.0', id = N'steel20221223', unit = N'CNY/T', change1D = N'-20.0 (-0.51%)', change5D = N'-98.0 (-2.51%)', change1M = N'221.0 (5.65%)', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'151.0 (3.86%)', changeYTD = N'236.0 (6.03%)' WHERE id = 'steel20221223'
[2023-11-22T08:02:06.472+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Thép', lastUpdated = N'2022-12-26 00:00:00', price = N'3937.0', id = N'steel20221226', unit = N'CNY/T', change1D = N'25.0 (0.64%)', change5D = N'27.0 (0.69%)', change1M = N'202.0 (5.13%)', change3M = N'', change6M = N'', change1Y = N'', changeMTD = N'176.0 (4.47%)', changeYTD = N'261.0 (6.63%)' WHERE id = 'steel20221226'
